id,Virulence_Gene,Locus_Tag,Note,Product,DB_Xref,Location
202,rfbG,STM2091,"LPS side chain defect; CDP-glucose 4,6-dehydratase. (SW:RFBG_SALTY)","CDP-glucose 4,6-dehydratase",NP_461036.1,genome
201,rfbD,STM2096,DTDP-4-dehydrorhamnose reductase. (SW:RFBD_SALTY),dTDP-4-dehydrorhamnose reductase,NP_461041.1,genome
200,rfbC,STM2094,"dTDP-4-dehydrorhamnose 3,5-epimerase. (SW:RFBC_SALTY)","dTDP-4,deoxyrhamnose 3,5 epimerase",NP_461039.1,genome
199,rfbB,STM2097,"DTDP-glucose 4,6-dehydratase. (SW:RFBB_SALTY)","dTDP-glucose 4,6-dehydratase",NP_461042.1,genome
198,rfbA,STM2095,glucose-1-phosphate thymidylyltransferase. (SW:RFBA_SALTY),glucose-1-phosphate thymidylyltransferase,NP_461040.1,genome
197,rfaZ,STM3715,lipopolysaccharide core biosynthesis protein RFAZ. (SW:RFAZ_SALTY),3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ,NP_462615.1,genome
196,rfaP,STM3721,phosphorylation of core heptose; lipopolysaccharide core biosynthesis protein RFAP. (SW:RFAP_SALTY),lipopolysaccharide core heptose(I) kinase RfaP,NP_462621.1,genome
195,rfaL,STM3713,O-antigen ligase. (SW:RFAL_SALTY),O-antigen ligase,NP_462613.1,genome
194,rfaK,STM3714,"lipopolysaccharide core biosynthesis; lipopolysaccharide 1,2-N-acetylglucosaminetransferase. (SW:RFAK_SALTY)","UDP-glucose--(glucosyl)LPS alpha-1,2-glucosyltransferase",NP_462614.1,genome
193,rfaJ,STM3717,"lipopolysaccharide 1,2-glucosyltransferase. (SW:RFAJ_SALTY)","lipopolysaccharide 1,2-glucosyltransferase",NP_462617.1,genome
192,rfaI,STM3718,"lipopolysaccharide 1,3-galactosyltransferase. (SW:RFAI_SALTY)","lipopolysaccharide 1,3-galactosyltransferase",NP_462618.1,genome
191,rfaH,STM3977,"affecting biosynthesis of lipopolysaccharide core, F pilin, and haemolysin; similar to E. coli transcriptional activator affecting biosynthesis of lipopolysaccharide core, F pilin, and haemolysin (AAC76845.1); Blastp hit to AAC76845.1 (162 aa), 87% identity in aa 1 - 162",transcriptional activator RfaH,NP_462862.1,genome
190,rfaG,STM3722,"similar to E. coli glucosyltransferase I; lipopolysaccharide core biosynthesis (AAC76655.1); Blastp hit to AAC76655.1 (374 aa), 86% identity in aa 1 - 374",glucosyltransferase I RfaG,NP_462622.1,genome
189,rfaB,STM3719,"lipopolysaccharide 1,6-galactosyltransferase. (SW:RFAB_SALTY)",glycosyl transferase,NP_462619.1,genome
188,relA,STM2956,"similar to E. coli (p)ppGpp synthetase I (GTP pyrophosphokinase); regulation of RNA synthesis; stringent factor (AAC75826.1); Blastp hit to AAC75826.1 (744 aa), 96% identity in aa 1 - 743",GTP diphosphokinase,NP_461877.1,genome
187,recD,STM2993,"similar to E. coli DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease (AAC75858.1); Blastp hit to AAC75858.1 (608 aa), 84% identity in aa 1 - 604",exodeoxyribonuclease V subunit alpha,NP_461910.1,genome
186,rdgC,SARI_RS11845,Derived by automated computational analysis using gene prediction method: Protein Homology.,recombination-associated protein RdgC,WP_000964305.1,genome
185,rcK,PSLT009,,resistance to complement killing,NP_490501.1,genome
184,ratB,STM2514,RatB (gi|5107806),hypothetical protein,NP_461449.1,genome
183,pyrD,STM1058,dihydroorotate dehydrogenase. (SW:PYRD_SALTY),dihydroorotate dehydrogenase (qui),NP_460032.1,genome
182,purH,SARI_RS16265,Derived by automated computational analysis using gene prediction method: Protein Homology.,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,WP_001187587.1,genome
181,purD,STM4175,GAR synthetase; phosphoribosylamine--glycine ligase. (SW:PUR2_SALTY),phosphoribosylamine--glycine ligase,NP_463044.1,genome
180,pstC,SARI_RS17720,Derived by automated computational analysis using gene prediction method: Protein Homology.,phosphate ABC transporter permease PstC,WP_000741630.1,genome
179,prgK,STM2871,lipoprotein; may link inner and outer membranes; PRGK protein precursor. (SW:PRGK_SALTY),EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein,NP_461792.1,genome
178,prgJ,STM2872,PRGJ protein. (SW:PRGJ_SALTY),type III secretion system protein PrgJ,NP_461793.1,genome
177,prgI,STM2873,PRGI protein. (SW:PRGI_SALTY),EscF/YscF/HrpA family type III secretion system needle major subunit,NP_461794.1,genome
176,prgH,STM2874,PRGH protein. (SW:PRGH_SALTY),type III secretion system protein PrgH,NP_461795.1,genome
175,prfC,SARI_RS14130,Derived by automated computational analysis using gene prediction method: Protein Homology.,peptide chain release factor 3,WP_000175971.1,genome
174,ppk,STM2501,"component of RNA degradosome; similar to E. coli polyphosphate kinase (AAC75554.1); Blastp hit to AAC75554.1 (688 aa), 96% identity in aa 1 - 688",RNA degradosome polyphosphate kinase,NP_461436.1,genome
173,ppiC,STM3910,"similar to E. coli peptidyl-prolyl cis-trans isomerase C (rotamase C) (AAC76780.1); Blastp hit to AAC76780.1 (93 aa), 94% identity in aa 1 - 92",peptidylprolyl isomerase,NP_462801.1,genome
172,ppdD,STM0144,"putative major component of type IV pilin; similar to E. coli prelipin peptidase dependent protein (AAC73219.1); Blastp hit to AAC73219.1 (146 aa), 89% identity in aa 1 - 146",prepilin peptidase-dependent pilin,NP_459149.1,genome
171,pmrD,STM2304,polymyxin b resistance protein PMRD. (SW:PMRD_SALTY),signal transduction protein PmrD,NP_461246.1,genome
170,pltB,STY_RS08915,Derived by automated computational analysis using gene prediction method: Protein Homology.,subtilase cytotoxin subunit B,WP_000281950.1,genome
169,pltA,STY_RS08910,Derived by automated computational analysis using gene prediction method: Protein Homology.,pertussis-like toxin subunit ArtA,WP_001766395.1,genome
168,pipD,STM1094,,dipeptidase,NP_460067.1,genome
167,pipC,STM1090,invasion gene E protein (gi|2582386),type III secretion chaperone protein SigE,NP_460063.1,genome
166,STM2780,STM2780,"putative pentapeptide repeats (8 copies); similar to E. coli orf, hypothetical protein (AAC77036.1); Blastp hit to AAC77036.1 (430 aa), 25% identity in aa 148 - 306, 26% identity in aa 145 - 259, 22% identity in aa 152 - 348, 23% identity in aa 238 - 412",effector protein PipB,NP_461706.1,genome
165,pipB,STM1088,,effector protein PipB,NP_460061.1,genome
164,pipA,STM1087,,virulence protein,NP_460060.1,genome
163,phoU,STM3853,"similar to E. coli negative regulator for pho regulon and putative enzyme in phosphate metabolism (AAC76747.1); Blastp hit to AAC76747.1 (241 aa), 95% identity in aa 1 - 238",phosphate transport system regulatory protein PhoU,NP_462752.1,genome
162,phoQ,STM1230,ligand is Mg+; virulence sensor protein PHOQ (SW:PHOQ_SALTY),sensor protein PhoQ,NP_460200.1,genome
161,phoP,STM1231,transcribes genes expressed under low Mg+ concentration (OmpR family); virulence transcriptional regulatory protein PHOP. (SW:PHOP_SALTY),response regulator in two-component regulatory system with PhoQ,NP_460201.1,genome
160,phoN,STM4319,nonspecific acid phosphatase precursor. (SW:PHON_SALTY),phosphatase PAP2 family protein,NP_463184.1,genome
159,pflB,STM0973,"similar to E. coli formate acetyltransferase 1 (AAC73989.1); Blastp hit to AAC73989.1 (760 aa), 96% identity in aa 1 - 760",formate C-acetyltransferase,NP_459948.1,genome
158,pflA,STM0970,"similar to E. coli pyruvate formate lyase activating enzyme 1 (AAC73988.1); Blastp hit to AAC73988.1 (246 aa), 97% identity in aa 3 - 246",pyruvate formate lyase activating enzyme 1,NP_459945.3,genome
157,pefD,PSLT016,,plasmid-encoded fimbriae;chaperone,NP_490508.1,genome
156,pefC,PSLT017,,plasmid-encoded fimbriae; usher protein,NP_490509.1,genome
155,pefA,PSLT018,,plasmid-encoded fimbriae; major fimbrial subunit,NP_490510.1,genome
154,pdgL,STM1599,D-ala-D-ala digestion in peptidoglycan; D-alanyl-D-alanine dipeptidase PcgL precursor (gi|4585342),D-alanyl-D-alanine dipeptidase,NP_460558.1,genome
153,pcm,SARI_RS00145,Derived by automated computational analysis using gene prediction method: Protein Homology.,protein-L-isoaspartate(D-aspartate) O-methyltransferase,WP_000254715.1,genome
152,pcgL,STY_RS06880,Derived by automated computational analysis using gene prediction method: Protein Homology.,M15 family metallopeptidase,WP_000237711.1,genome
151,pagO,STM1862,predicted integral membrane protein; PAGO protein. (SW:PAGO_SALTY),EamA family transporter,NP_460818.1,genome
150,pagK,STM1867,PagK (gi|2582047),phage virulence factor,NP_460822.1,genome
149,pagD,STM1244,virulence protein PAGD precursor. (SW:PAGD_SALTY),virulence factor,NP_460214.1,genome
148,pagC,STM1246,PhoP regulated; virulence membrane protein PAGC precursor. (SW:PAGC_SALTY),hypothetical protein,NP_460215.1,genome
147,orgA,STM2869,oxygen-regulated invasion protein ORGA. (SW:ORGA_SALTY),invasion protein OrgB,NP_461790.1,genome
146,STM2870,STM2870,oxygen-regulated invasion protein ORGA. (SW:ORGA_SALTY),putative inner membrane protein,NP_461791.1,genome
145,orgB,STY_RS14200,Derived by automated computational analysis using gene prediction method: Protein Homology.,type III secretion system linker protein OrgB,WP_000916657.1,genome
144,ordL,STY_RS15590,Derived by automated computational analysis using gene prediction method: Protein Homology.,FAD-binding oxidoreductase,WP_001092814.1,genome
143,ompR,STM3502,affecting transcription of ompC and ompF (OmpR family); transcriptional regulatory protein OMPR. (SW:OMPR_SALTY),two-component system response regulator OmpR,NP_462405.1,genome
142,skp,STY_RS01135,Derived by automated computational analysis using gene prediction method: Protein Homology.,molecular chaperone Skp,WP_000758966.1,genome
141,ompA,STM1070,outer membrane protein a precursor (outer membrane protein 33K) (outermembrane major heat-modifiable protein). (SW:OMPA_SALTY),porin OmpA,NP_460044.1,genome
140,nuoG,STM2323,nadh dehydrogenase I chain G. (SW:NUOG_SALTY),NADH dehydrogenase I chain G,NP_461265.3,genome
139,nmpC,STM1572,predicted bacterial porin; outer membrane porin protein PMPD. (SW:OMPD_SALTY),phosphoporin PhoE,NP_460531.1,genome
138,nlpC,STM1343,"similar to E. coli lipoprotein (AAC74778.1); Blastp hit to AAC74778.1 (154 aa), 86% identity in aa 1 - 154",endopeptidase,NP_460309.1,genome
137,nfnB,STM0578,oxygen-insensitive NAD(P)H nitroreductase; oxygen-insensitive NAD(P)H nitroreductase. (SW:NFNB_SALTY),NAD(P)H nitroreductase,NP_459570.1,genome
136,narG,STM1764,"similar to E. coli nitrate reductase 1, alpha subunit (AAC74308.1); Blastp hit to AAC74308.1 (1247 aa), 95% identity in aa 1 - 1247",nitrate reductase subunit alpha,NP_460720.1,genome
135,msbB,STM1889,"suppressor of htrB (lpxL); similar to E. coli suppressor of htrB, heat shock protein (AAC74925.1); Blastp hit to AAC74925.1 (323 aa), 93% identity in aa 1 - 323",lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase,NP_460846.1,genome
134,mppA,STM1679,"also negative regulator of mulitple antibiotic resistance; similar to E. coli putative transport periplasmic protein (AAC74411.1); Blastp hit to AAC74411.1 (544 aa), 92% identity in aa 8 - 544",oligopeptide ABC transporter substrate-binding protein OppA,NP_460637.1,genome
133,misL,STM3757,Pathogenicity island encoded protein: SPI3; MisL (gi|4324610),autotransporter outer membrane beta-barrel domain-containing protein,NP_462656.1,genome
132,mig-14,STM2782,,antimicrobial resistance protein Mig-14,NP_461708.1,genome
131,miaA,SARI_RS15260,Derived by automated computational analysis using gene prediction method: Protein Homology.,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,WP_012210649.1,genome
130,mgtC,STM3764,Pathogenicity island encoded protein: SPI3; Mg(2+) transport ATPase protein C. (SW:ATMC_SALTY),magnesium transporter MgtC,NP_462663.1,genome
129,mgtB,STM3763,"Pathogenicity island encoded protein: SPI3; Mg(2+) transport ATPase, P-type 2. (SW:ATMB_SALTY)",magnesium-translocating P-type ATPase,NP_462662.1,genome
128,mglA,STM2189,ABC superfamily (atp_bind); galactoside transport ATP-binding protein MGLA. (SW:MGLA_SALTY),galactose/methyl galactoside ABC transporter ATP-binding protein MglA,NP_461134.1,genome
127,metA,STM4182,homoserine O-succinyltransferase. (SW:META_SALTY),homoserine O-succinyltransferase,NP_463047.1,genome
126,mdfA,STM0866,"similar to E. coli proton motive force efflux pump (AAC73929.1); Blastp hit to AAC73929.1 (410 aa), 90% identity in aa 1 - 406",multidrug transporter MdfA,NP_459843.1,genome
125,STM0029,STM0029,putative transcriptional regulator MarT (gi|4324612),transcriptional regulator,NP_459034.1,genome
124,lpxD,STM0226,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase. (SW:LPXD_SALTY),UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,NP_459231.1,genome
123,lppB,STM14_1670,similar to Escherichia coli murein lipoprotein (AAC74747.1),putative methyl-accepting chemotaxis protein,ACY88148.1,genome
122,lppA,STM474_1381,,major outer membrane lipoprotein,ADX17077.1,genome
121,lpfE,STM3636,PFE protein precursor (SW:LPFE_SALTY),long polar fimbrial protein LpfE,NP_462537.1,genome
120,lpfD,STM3637,LPFD protein precursor. (SW:LPFD_SALTY),long polar fimbrial protein LpfD,NP_462538.1,genome
119,lpfC,STM3638,outer membrane usher protein LPFC precursor. (SW:LPFC_SALTY),fimbrial assembly protein,NP_462539.1,genome
118,lpfB,STM3639,chaperone protein LPFB precursor. (SW:LPFB_SALTY),long polar fimbrial chaperone LpfB,NP_462540.1,genome
117,lpfA,STM3640,long polar fimbria protein A precursor. (SW:LPFA_SALTY),long polar fimbria,NP_462541.1,genome
116,lon,STM0450,"ATP-dependent protease la; cleaves RcsA and SulA; heat shock k-protein (DNA binding activity); similar to E. coli DNA-binding, ATP-dependent protease La; heat shock K-protein (AAC73542.1); Blastp hit to AAC73542.1 (784 aa), 99% identity in aa 1 - 784",endopeptidase La,NP_459446.1,genome
115,leuO,STM0115,probable activator protein in leuabcd operon. (SW:LEUO_SALTY),transcriptional regulator LeuO,NP_459120.1,genome
114,rsmA,SARI_RS13615,Derived by automated computational analysis using gene prediction method: Protein Homology.,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,WP_001065400.1,genome
113,kduI,STM3018,"similar to E. coli homolog of pectin degrading enzyme 5-keto 4-deoxyuronate isomerase (AAC75882.1); Blastp hit to AAC75882.1 (278 aa), 85% identity in aa 1 - 278",pectin-degrading enzyme,NP_461935.1,genome
112,iroN,STM2777,"similar to E. coli outer membrane receptor for ferric enterobactin (enterochelin) and colicins B and D (AAC73685.1); Blastp hit to AAC73685.1 (746 aa), 52% identity in aa 3 - 728, 44% identity in aa 245 - 746",TonB-dependent siderophore receptor protein,NP_461704.3,genome
111,iroB,STM2773,related to UDP-glucuronosyltransferase,putative glycosyl transferase,NP_461700.1,genome
110,invJ,STM2892,secretory proteins; surface presentation of antigens protein SPAN. (SW:SPAN_SALTY),antigen presentation protein SpaN,NP_461813.1,genome
109,invI,STM2893,secretory proteins; surface presentation of antigens protein SPAM. (SW:SPAM_SALTY),type III secretion system protein SpaM,NP_461814.1,genome
108,invH,STM2900,invasion protein INVH precursor. (SW:INVH_SALTY),invasion lipoprotein InvH,NP_461821.1,genome
107,invG,STM2898,INVG protein precursor. (SW:INVG_SALTY),EscC/YscC/HrcC family type III secretion system outer membrane ring protein,NP_461819.1,genome
106,invF,STM2899,invasion protein INVF. (SW:INVF_SALTY),invasion protein,NP_461820.1,genome
105,invE,STM2897,invasion protein ONVE. (SW:INVE_SALTY),SepL/TyeA/HrpJ family type III secretion system gatekeeper,NP_461818.1,genome
104,invC,STM2894,secretory proteins; probable ATP synthase SPAL. (SW:SPAL_SALTY),EscN/YscN/HrcN family type III secretion system ATPase,NP_461815.1,genome
103,invB,STM2895,secretory proteins; surface presentation of antigens protein SPAK. (SW:SPAK_SALTY),type III secretion system chaperone SpaK,NP_461816.1,genome
102,invA,STM2896,invasion protein INVA. (SW:INVA_SALTY),EscV/YscV/HrcV family type III secretion system export apparatus protein,NP_461817.1,genome
101,idnK,STM4485,"similar to E. coli gluconate kinase, thermosensitive glucokinase (AAC77225.1); Blastp hit to AAC77225.1 (187 aa), 86% identity in aa 1 - 171",gluconate kinase,NP_463345.1,genome
100,ibpB,STM3808,"similar to E. coli heat shock protein (AAC76709.1); Blastp hit to AAC76709.1 (144 aa), 88% identity in aa 3 - 144",heat-shock protein,NP_462708.3,genome
99,ibpA,STM3809,"similar to E. coli heat shock protein (AAC76710.1); Blastp hit to AAC76710.1 (137 aa), 97% identity in aa 1 - 137",heat-shock protein IbpA,NP_462709.3,genome
98,iagB,STM2877,invasion protein IAGB precursor. (SW:IAGB_SALTY),invasion protein IagB,NP_461798.1,genome
97,iacP,STM2881,acyl carrier protein (gi|1172129),putative acyl carrier protein,NP_461802.1,genome
96,hyi,STY_RS02640,Derived by automated computational analysis using gene prediction method: Protein Homology.,hydroxypyruvate isomerase,WP_000943597.1,genome
95,htrA,STM0209,protease DO precursor. (SW:DEGP_SALTY),serine endoprotease,NP_459214.1,genome
94,hscC,STM0659,"similar to E. coli putative dnaK protein (AAC73751.1); Blastp hit to AAC73751.1 (556 aa), 83% identity in aa 1 - 556",molecular chaperone HscC,NP_459651.1,genome
93,hrpA,STM1641,"similar to E. coli helicase, ATP-dependent (AAC74495.1); Blastp hit to AAC74495.1 (1281 aa), 95% identity in aa 1 - 1280",ATP-dependent RNA helicase HrpA,NP_460600.3,genome
92,hns,STM1751,"HU; BH2; H;, NS; pleiotropic regulator; DNA-binding protein H-NS (histone-like protein HLP-II) (protein H1)(protein B1). (SW:HNS_SALTY)",transcriptional regulator,NP_460710.1,genome
91,hlpA,STM0225,outer membrane protein OMPH precursor. (SW:OMPH_SALTY),molecular chaperone,NP_459230.1,genome
90,hilD,STM2875,HilD (gi|4455108),AraC family transcriptional regulator,NP_461796.1,genome
89,hilC,STM2867,HilC (gi|4455106),AraC family transcriptional regulator,NP_461788.1,genome
88,hilA,STM2876,invasion protein IAGA (protein HILA). (SW:IAGA_SALTY),transcriptional regulator,NP_461797.1,genome
87,hfq,STM4361,growth-related protein; host factor-I protein (HF-I). (SW:HFQ_SALTY),RNA chaperone Hfq,NP_463222.1,genome
86,hemE,SARI_RS16310,Derived by automated computational analysis using gene prediction method: Protein Homology.,uroporphyrinogen decarboxylase,WP_000137626.1,genome
85,gyrA,STM2272,"type II topoisomerase; similar to E. coli DNA gyrase, subunit A, type II topoisomerase (AAC75291.1); Blastp hit to AAC75291.1 (875 aa), 91% identity in aa 1 - 875",DNA gyrase subunit A,NP_461214.1,genome
84,guaB,STM2511,"similar to E. coli IMP dehydrogenase (AAC75561.1); Blastp hit to AAC75561.1 (488 aa), 98% identity in aa 1 - 488",IMP dehydrogenase,NP_461446.1,genome
83,guaA,STM2510,"similar to E. coli GMP synthetase (glutamine-hydrolyzing) (AAC75560.1); Blastp hit to AAC75560.1 (525 aa), 98% identity in aa 1 - 525",glutamine-hydrolyzing GMP synthase,NP_461445.1,genome
82,greA,SARI_RS20265,Derived by automated computational analysis using gene prediction method: Protein Homology.,transcription elongation factor GreA,WP_001147998.1,genome
81,gogB,STM2584,,type III secretion system protein,NP_461519.1,genome
80,gmhA,STM0310,putative RBS for ghmA; RegulonDB:STMS1H000668,phosphoheptose isomerase,NP_459308.1,genome
79,gip,STM0518,"similar to E. coli glyoxylate-induced protein (AAC73610.1); Blastp hit to AAC73610.1 (258 aa), 84% identity in aa 1 - 258",hydroxypyruvate isomerase,NP_459513.1,genome
78,gatC,STY_RS16270,Derived by automated computational analysis using gene prediction method: Protein Homology.,PTS galactitol transporter subunit IIC,WP_000490608.1,genome
77,galU,STM1752,"similar to E. coli glucose-1-phosphate uridylyltransferase (AAC74318.1); Blastp hit to AAC74318.1 (302 aa), 97% identity in aa 1 - 302",UTP--glucose-1-phosphate uridylyltransferase,NP_460711.1,genome
76,galF,STM2098,UTP--glucose-1-phosphate uridylyltransferase. (SW:GALF_SALTY),GalU regulator GalF,NP_461043.1,genome
75,galE,STM0776,UDP-glucose 4-epimerase. (SW:GALE_SALTY),UDP-glucose 4-epimerase,NP_459755.1,genome
74,fur,STM0693,"similar to E. coli negative regulator (AAC73777.1); Blastp hit to AAC73777.1 (148 aa), 99% identity in aa 1 - 146",ferric iron uptake transcriptional regulator,NP_459678.1,genome
73,focA,STM0974,"formate channel 1; putative FNT family member; similar to E. coli probable formate transporter (formate channel 1) (AAC73990.1); Blastp hit to AAC73990.1 (285 aa), 95% identity in aa 1 - 285",formate transporter FocA,NP_459949.1,genome
72,fljA,STM2770,flagellar synthesis; repressor of phase-1 flagellin gene. (SW:FLJA_SALTY),phase 1 flagellin transcriptional repressor,NP_461697.1,genome
71,fliQ,STM1980,flagellar biosynthetic protein FLIQ. (SW:FLIQ_SALTY),flagellar export apparatus protein FliQ,NP_460933.1,genome
70,fliC,STM1959,filament structural protein; flagellin (phase-1-I flagellin). (SW:FLIC_SALTY),flagellin,NP_460912.1,genome
69,fkpA,STM3453,"similar to E. coli FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase) (AAC76372.1); Blastp hit to AAC76372.1 (270 aa), 90% identity in aa 1 - 270",FKBP-type peptidyl-prolyl cis-trans isomerase FkpA,NP_462357.1,genome
68,fimZ,STM0549,putative transcriptional regulator (LuxR/UhpA family); fimbriae Z protein. (SW:FIMZ_SALTY),DNA-binding response regulator,NP_459544.1,genome
67,fimY,STM0550,fimbriae Y protein. (SW:FIMY_SALTY),fimbriae Y protein,NP_459545.1,genome
66,fimW,STM0552,fimbriae W protein. (SW:FIMW_SALTY),helix-turn-helix transcriptional regulator,NP_459547.1,genome
65,fimI,STM0544,fimbrin-like protein FIMI. (SW:FIMI_SALTY),fimbrial protein FimI,NP_459539.1,genome
64,fimH,STM0547,FIMH protein precursor. (SW:FIMH_SALTY),fimbrial adhesin FimH,NP_459542.1,genome
63,fimF,STM0548,fimbrial-like protein FIMF precursor. (SW:FIMF_SALTY),adhesin,NP_459543.1,genome
62,fimD,STM0546,outer membrane usher protein FIMD precursor. (SW:FIMD_SALTY),outer membrane usher protein,NP_459541.1,genome
61,fimC,STM0545,chaperone protein FIMC precursor. (SW:FIMC_SALTY),fimbrial chaperone protein FimC,NP_459540.1,genome
60,fimA,STM0543,"type-1 fimbrial protein, a chain precursor (TYPE-1A PILIN). (SW:FM1A_SALTY)",type-1 fimbrial protein subunit A,NP_459538.3,genome
59,fepA,STM0585,"similar to E. coli outer membrane receptor for ferric enterobactin (enterochelin) and colicins B and D (AAC73685.1); Blastp hit to AAC73685.1 (746 aa), 81% identity in aa 1 - 746",outer membrane receptor protein,NP_459577.1,genome
58,fabG,SARI_RS08390,Derived by automated computational analysis using gene prediction method: Protein Homology.,3-oxoacyl-ACP reductase FabG,WP_000007240.1,genome
57,fadD,STM1818,"long-chain-fatty-acid--CoA ligase; similar to E. coli acyl-CoA synthetase, long-chain-fatty-acid--CoA ligase (AAC74875.1); Blastp hit to AAC74875.1 (561 aa), 93% identity in aa 1 - 561",long-chain-fatty-acid--CoA ligase,NP_460774.1,genome
56,envZ,STM3501,osmolarity sensor protein ENVZ. (SW:ENVZ_SALTY),two-component system sensor histidine kinase EnvZ,NP_462404.1,genome
55,dsbB,STM1807,"reoxidizes DsbA protein; similar to E. coli reoxidizes DsbA protein following formation of disulfide bond in P-ring of flagella. (AAC74269.1); Blastp hit to AAC74269.1 (176 aa), 85% identity in aa 1 - 176",disulfide bond formation protein B,NP_460763.1,genome
54,dsbA,STM3997,thiol:disulfide interchange protein DABA precursor. (SW:DSBA_SALTY),protein disulfide oxidoreductase DsbA,NP_462877.1,genome
53,dppA,STM3630,"ABC superfamily (peri_perm); similar to E. coli dipeptide transport protein (AAC76569.1); Blastp hit to AAC76569.1 (535 aa), 93% identity in aa 1 - 535",ABC transporter substrate-binding protein,NP_462532.1,genome
52,dpiA,STM0626,"transcriptional regulation of cit operon (citrate fermentation) genes and of plasmid inheritance genes (OmpR family); similar to E. coli sequence similarity to Shigella regulator (AAC73721.1); Blastp hit to AAC73721.1 (226 aa), 84% identity in aa 1 - 226",response regulator,NP_459618.1,genome
51,dnaK,SARI_RS13940,Derived by automated computational analysis using gene prediction method: Protein Homology.,molecular chaperone DnaK,WP_000516119.1,genome
50,dksA,STM0186,dnaK suppressor protein. (SW:DKSA_SALTY),RNA polymerase-binding protein DksA,NP_459191.1,genome
49,dinP,STM0313,"devoid of proofreading; damage-inducible protein P; similar to E. coli damage-inducible protein P; putative tRNA synthetase (AAC73335.1); Blastp hit to AAC73335.1 (351 aa), 91% identity in aa 1 - 351",DNA polymerase IV,NP_459311.1,genome
48,dgt,STM0208,deoxyguanosinetriphosphate triphosphohydrolase. (SW:DGTP_SALTY),dGTPase,NP_459213.1,genome
47,dctA,STM3614,C4-dicarboxylate transport protein. (SW:DCTA_SALTY),C4-dicarboxylate transporter DctA,NP_462515.1,genome
46,dam,STM3484,DNA adenine methylase. (SW:DMA_SALTY),DNA adenine methylase,NP_462387.1,genome
45,cyoB,STM0442,"similar to E. coli cytochrome o ubiquinol oxidase subunit I (AAC73534.1); Blastp hit to AAC73534.1 (663 aa), 95% identity in aa 1 - 663",cytochrome o ubiquinol oxidase subunit I,NP_459438.1,genome
44,cstA,STM0600,"similar to E. coli carbon starvation protein (AAC73699.1); Blastp hit to AAC73699.1 (701 aa), 97% identity in aa 1 - 701",carbon starvation protein A,NP_459592.1,genome
43,cspE,STM0629,"similar to E. coli cold shock protein (AAC73724.1); Blastp hit to AAC73724.1 (69 aa), 98% identity in aa 1 - 69",cold-shock protein,NP_459621.1,genome
42,cspC,STM1837,"multicopy suppresses mukB mutants, putative regulator; cold shock-like protein CSPC. (SW:CSPC_SALTY)",cold-shock protein,NP_460793.1,genome
41,csgG,STM1139,curli production assembly/transport component CSGG precursor. (SW:CSGG_SALTY),curli production assembly/transport protein CsgG,NP_460110.1,genome
40,csgF,STM1140,curli production assembly/transport component CSGF precursor. (SW:CSGF_SALTY),curli assembly protein CsgF,NP_460111.1,genome
39,csgE,STM1141,curli production assembly/transport component CSGE precursor. (SW:CSGE_SALTY),curli assembly protein CsgE,NP_460112.1,genome
38,csgD,STM1142,LuxR/UhpA family member; probable csgAB operon transcriptional regulatory protein. (SW:CSGD_SALTY),transcriptional regulator CsgD,NP_460113.1,genome
37,csgC,STM1145,putative curlin production protein CSGC precursor. (SW:CSGC_SALTY),Curli assembly protein CsgC,NP_460116.1,genome
36,csgB,STM1143,nucleator for assembly of adhesive surface organelles; minor curlin subunit precursor (fimbrin SEF17 minor subunit). (SW:CSGB_SALTY),curli minor subunit precursor,NP_460114.1,genome
35,csgA,STM1144,coiled surface structures; cryptic; major curlin subunit precursor (fimbrin SEF17). (SW:CSGA_SALTY),curli major subunit,NP_460115.1,genome
34,crp,STM3466,catabolite gene activator (CAMP receptor protein) (CAMP-regulatoryprotein). (SW:CRP_SALTY),transcriptional regulator Crp,NP_462369.1,genome
33,cpxR,STM4059,"regulates expression of protein folding and degrading factors (OmpR family); similar to E. coli transcriptional regulator in 2-component system (AAC76894.1); Blastp hit to AAC76894.1 (232 aa), 97% identity in aa 1 - 232",DNA-binding response regulator,NP_462940.1,genome
32,cpxA,STM4058,"senses misfolded proteins in bacterial envelope; similar to E. coli probable sensor protein (histidine protein kinase), acting on arcA (AAC76893.1); Blastp hit to AAC76893.1 (457 aa), 96% identity in aa 1 - 457",two-component system sensor histidine kinase CpxA,NP_462939.1,genome
31,cpsG,STM2104,in colanic acid gene cluster; phosphomannomutase. (SW:MANB_SALTY),phosphomannomutase,NP_461049.1,genome
