locus_tag	ftype	length_bp	gene	EC_number	COG	product
OBHBHFCO_00696	CDS	792	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
OBHBHFCO_00697	CDS	441	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OBHBHFCO_00698	CDS	1092	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
OBHBHFCO_00699	CDS	459	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
OBHBHFCO_00700	CDS	207		5.3.2.-	COG1942	putative tautomerase
OBHBHFCO_00701	CDS	915	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
OBHBHFCO_00702	CDS	1083				hypothetical protein
OBHBHFCO_00703	CDS	531				hypothetical protein
OBHBHFCO_00704	CDS	510				hypothetical protein
OBHBHFCO_00705	CDS	855				hypothetical protein
OBHBHFCO_00706	CDS	855	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OBHBHFCO_00707	CDS	807	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
OBHBHFCO_00708	CDS	1698				hypothetical protein
OBHBHFCO_00709	CDS	381				hypothetical protein
OBHBHFCO_00710	CDS	288				hypothetical protein
OBHBHFCO_00711	CDS	444	rimP		COG0779	Ribosome maturation factor RimP
OBHBHFCO_00712	CDS	363	rbfA			Ribosome-binding factor A
OBHBHFCO_00713	CDS	2571	infB			Translation initiation factor IF-2
OBHBHFCO_00714	CDS	294				hypothetical protein
OBHBHFCO_00715	CDS	879	thrB	2.7.1.39	COG0083	Homoserine kinase
OBHBHFCO_00716	CDS	402				hypothetical protein
OBHBHFCO_00717	CDS	885	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
OBHBHFCO_00718	CDS	1374				hypothetical protein
OBHBHFCO_00719	CDS	828	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
OBHBHFCO_00720	CDS	2217	bamA		COG4775	Outer membrane protein assembly factor BamA
OBHBHFCO_00721	CDS	717				hypothetical protein
OBHBHFCO_00722	CDS	843	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OBHBHFCO_00723	CDS	450	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
OBHBHFCO_00724	CDS	354	dksA			RNA polymerase-binding transcription factor DksA
OBHBHFCO_00725	CDS	987				hypothetical protein
OBHBHFCO_00726	CDS	927	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
OBHBHFCO_00727	CDS	1239				hypothetical protein
OBHBHFCO_00728	CDS	693				hypothetical protein
OBHBHFCO_00729	CDS	408	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
OBHBHFCO_00730	CDS	615				hypothetical protein
OBHBHFCO_00731	CDS	522				hypothetical protein
OBHBHFCO_00732	CDS	756	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
OBHBHFCO_00733	CDS	687	pfs	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
OBHBHFCO_00734	CDS	975	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
OBHBHFCO_00735	CDS	573				hypothetical protein
OBHBHFCO_00736	CDS	954	cpoB			Cell division coordinator CpoB
OBHBHFCO_00737	CDS	498	pal_1		COG2885	Peptidoglycan-associated lipoprotein
OBHBHFCO_00738	CDS	1212	tolB			Tol-Pal system protein TolB
OBHBHFCO_00739	CDS	777				hypothetical protein
OBHBHFCO_00740	CDS	390	exbD_1		COG0848	Biopolymer transport protein ExbD
OBHBHFCO_00741	CDS	555	tolQ_1			Tol-Pal system protein TolQ
OBHBHFCO_00742	CDS	390	atpC		COG0355	ATP synthase epsilon chain
OBHBHFCO_00743	CDS	1398	atpD_1	7.1.2.2	COG0055	ATP synthase subunit beta
OBHBHFCO_00744	CDS	885	atpG_1			ATP synthase gamma chain, sodium ion specific
OBHBHFCO_00745	CDS	1506	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
OBHBHFCO_00746	CDS	522	atpD_2			ATP synthase subunit delta
OBHBHFCO_00747	CDS	513	atpF			ATP synthase subunit b
OBHBHFCO_00748	CDS	426	atpG_2			ATP synthase subunit b'
OBHBHFCO_00749	CDS	837	parB		COG1475	putative chromosome-partitioning protein ParB
OBHBHFCO_00750	CDS	786	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
OBHBHFCO_00751	CDS	654	birA	6.3.4.15		Bifunctional ligase/repressor BirA
OBHBHFCO_00752	CDS	921	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
OBHBHFCO_00753	CDS	729				hypothetical protein
OBHBHFCO_00754	CDS	135				hypothetical protein
OBHBHFCO_00755	CDS	756	proB	2.7.2.11	COG0263	Glutamate 5-kinase
OBHBHFCO_00756	tRNA	85				tRNA-Leu(tag)
OBHBHFCO_00757	tRNA	77				tRNA-Arg(tct)
OBHBHFCO_00758	tRNA	77				tRNA-Arg(tcg)
OBHBHFCO_00759	tRNA	77				tRNA-His(gtg)
OBHBHFCO_00760	tRNA	78				tRNA-Pro(tgg)
OBHBHFCO_00761	CDS	840	ligA_1	6.5.1.1		DNA ligase
OBHBHFCO_00762	CDS	663				hypothetical protein
OBHBHFCO_00763	CDS	204				hypothetical protein
OBHBHFCO_00764	CDS	1245	eno	4.2.1.11	COG0148	Enolase
OBHBHFCO_00765	CDS	1032	recA		COG0468	Protein RecA
OBHBHFCO_00766	CDS	864	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
OBHBHFCO_00767	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
OBHBHFCO_00768	CDS	777	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
OBHBHFCO_00769	CDS	174				hypothetical protein
OBHBHFCO_00770	CDS	762				hypothetical protein
OBHBHFCO_00771	CDS	765	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
OBHBHFCO_00772	CDS	1269	gltA	2.3.3.16	COG0372	Citrate synthase
OBHBHFCO_00773	CDS	1176				hypothetical protein
OBHBHFCO_00774	CDS	837	bioB	2.8.1.6	COG0502	Biotin synthase
OBHBHFCO_00775	CDS	2103	topA	5.6.2.1	COG0550	DNA topoisomerase 1
OBHBHFCO_00776	CDS	1260				hypothetical protein
OBHBHFCO_00777	CDS	1266	secY		COG0201	Protein translocase subunit SecY
OBHBHFCO_00778	CDS	393	rplO			50S ribosomal protein L15
OBHBHFCO_00779	CDS	444	rpsE		COG0098	30S ribosomal protein S5
OBHBHFCO_00780	CDS	357	rplR		COG0256	50S ribosomal protein L18
OBHBHFCO_00781	CDS	537	rplF		COG0097	50S ribosomal protein L6
OBHBHFCO_00782	CDS	396	rpsH		COG0096	30S ribosomal protein S8
OBHBHFCO_00783	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
OBHBHFCO_00784	CDS	543	rplE			50S ribosomal protein L5
OBHBHFCO_00785	CDS	234	rplX			50S ribosomal protein L24
OBHBHFCO_00786	CDS	369	rplN		COG0093	50S ribosomal protein L14
OBHBHFCO_00787	CDS	252	rpsQ		COG0186	30S ribosomal protein S17
OBHBHFCO_00788	CDS	186				hypothetical protein
OBHBHFCO_00789	CDS	426	rplP		COG0197	50S ribosomal protein L16
OBHBHFCO_00790	CDS	702	rpsC		COG0092	30S ribosomal protein S3
OBHBHFCO_00791	CDS	408				hypothetical protein
OBHBHFCO_00792	CDS	282	rpsS		COG0185	30S ribosomal protein S19
OBHBHFCO_00793	CDS	831	rplB			50S ribosomal protein L2
OBHBHFCO_00794	CDS	282	rplW		COG0089	50S ribosomal protein L23
OBHBHFCO_00795	CDS	615	rplD			50S ribosomal protein L4
OBHBHFCO_00796	CDS	576				hypothetical protein
OBHBHFCO_00797	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
OBHBHFCO_00798	CDS	762	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OBHBHFCO_00799	CDS	2031	rnj	3.1.-.-	COG0595	Ribonuclease J
OBHBHFCO_00800	CDS	795	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
OBHBHFCO_00801	CDS	537				hypothetical protein
OBHBHFCO_00802	CDS	1071	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
OBHBHFCO_00803	CDS	105				hypothetical protein
OBHBHFCO_00804	CDS	1242	menF_1	5.4.4.2		Isochorismate synthase MenF
OBHBHFCO_00805	CDS	1593	trpGD		COG0512	Bifunctional protein TrpGD
OBHBHFCO_00806	CDS	600	trpC_2		COG0134	Tryptophan biosynthesis protein TrpCF
OBHBHFCO_00807	CDS	1179	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OBHBHFCO_00808	CDS	750	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
OBHBHFCO_00809	CDS	423				hypothetical protein
OBHBHFCO_00810	CDS	309	fliN		COG1886	Flagellar motor switch protein FliN
OBHBHFCO_00811	CDS	792				hypothetical protein
OBHBHFCO_00812	CDS	1461	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
OBHBHFCO_00813	CDS	246	fdx		COG1145	Ferredoxin
OBHBHFCO_00814	CDS	672	cusR		COG0745	Transcriptional regulatory protein CusR
OBHBHFCO_00815	CDS	318				hypothetical protein
OBHBHFCO_00816	CDS	612	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
OBHBHFCO_00817	CDS	1026	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
OBHBHFCO_00818	CDS	1341	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
OBHBHFCO_00819	CDS	471	lspA	3.4.23.36		Lipoprotein signal peptidase
OBHBHFCO_00820	CDS	453				hypothetical protein
OBHBHFCO_00821	CDS	1311				hypothetical protein
OBHBHFCO_00822	CDS	252				hypothetical protein
OBHBHFCO_00823	CDS	1479	ttgC			Toluene efflux pump outer membrane protein TtgC
OBHBHFCO_00824	CDS	3123	bepE			Efflux pump membrane transporter BepE
OBHBHFCO_00825	CDS	1104	mdtE			Multidrug resistance protein MdtE
OBHBHFCO_00826	CDS	636				hypothetical protein
OBHBHFCO_00827	CDS	1377				hypothetical protein
OBHBHFCO_00828	CDS	213	rpsU		COG0828	30S ribosomal protein S21
OBHBHFCO_00829	CDS	606				hypothetical protein
OBHBHFCO_00830	CDS	1170	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
OBHBHFCO_00831	CDS	936	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
OBHBHFCO_00832	CDS	492				hypothetical protein
OBHBHFCO_00833	CDS	486				hypothetical protein
OBHBHFCO_00834	CDS	822				hypothetical protein
OBHBHFCO_00835	CDS	1713	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
OBHBHFCO_00836	CDS	549	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
OBHBHFCO_00837	CDS	894	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OBHBHFCO_00838	CDS	780				hypothetical protein
OBHBHFCO_00839	CDS	840	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
OBHBHFCO_00840	CDS	399	nusB		COG0781	Transcription antitermination protein NusB
OBHBHFCO_00841	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OBHBHFCO_00842	CDS	813	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
OBHBHFCO_00843	CDS	933	cntI			Pseudopaline exporter CntI
OBHBHFCO_00844	CDS	1383	der_1		COG1160	GTPase Der
OBHBHFCO_00845	CDS	498	aroK	2.7.1.71	COG0703	Shikimate kinase
OBHBHFCO_00846	CDS	960	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
OBHBHFCO_00847	CDS	1236	serS	6.1.1.11		Serine--tRNA ligase
OBHBHFCO_00848	CDS	2463				hypothetical protein
OBHBHFCO_00849	CDS	627				hypothetical protein
OBHBHFCO_00850	CDS	1443	pyk	2.7.1.40		Pyruvate kinase
OBHBHFCO_00851	CDS	1347	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
OBHBHFCO_00852	CDS	630	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
OBHBHFCO_00853	CDS	288				hypothetical protein
OBHBHFCO_00854	CDS	999	pgbB			Plasminogen-binding protein PgbB
OBHBHFCO_00855	CDS	579				hypothetical protein
OBHBHFCO_00856	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
OBHBHFCO_00857	CDS	561				hypothetical protein
OBHBHFCO_00858	CDS	471	fur		COG0735	Ferric uptake regulation protein
OBHBHFCO_00859	CDS	1509	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
OBHBHFCO_00860	CDS	1245	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
OBHBHFCO_00861	CDS	546				hypothetical protein
OBHBHFCO_00862	CDS	828				hypothetical protein
OBHBHFCO_00863	CDS	792	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
OBHBHFCO_00864	CDS	906				hypothetical protein
OBHBHFCO_00865	CDS	816	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OBHBHFCO_00866	CDS	786	frdC		COG2009	Fumarate reductase cytochrome b subunit
OBHBHFCO_00867	CDS	1992	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
OBHBHFCO_00868	CDS	726	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
OBHBHFCO_00869	CDS	2187	der_2			GTPase Der
OBHBHFCO_00870	CDS	1833	der_3			GTPase Der
OBHBHFCO_00871	CDS	705	hcpC	3.5.2.6	COG0790	Putative beta-lactamase HcpC
OBHBHFCO_00872	CDS	681				hypothetical protein
OBHBHFCO_00873	CDS	363				hypothetical protein
OBHBHFCO_00874	CDS	573	yceI		COG2353	Protein YceI
OBHBHFCO_00875	CDS	957				hypothetical protein
OBHBHFCO_00876	CDS	210				hypothetical protein
OBHBHFCO_00877	CDS	423				hypothetical protein
OBHBHFCO_00878	CDS	354				hypothetical protein
OBHBHFCO_00879	CDS	207				hypothetical protein
OBHBHFCO_00880	CDS	300				hypothetical protein
OBHBHFCO_00881	CDS	1578	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
OBHBHFCO_00882	CDS	333				hypothetical protein
OBHBHFCO_00883	CDS	378				hypothetical protein
OBHBHFCO_00884	CDS	585				hypothetical protein
OBHBHFCO_00885	CDS	606				hypothetical protein
OBHBHFCO_00886	CDS	1317			COG4310	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein
OBHBHFCO_00887	CDS	1131	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
OBHBHFCO_00888	CDS	1005	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
OBHBHFCO_00889	CDS	561	dcd	3.5.4.13	COG0717	dCTP deaminase
OBHBHFCO_00890	CDS	456	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
OBHBHFCO_00891	CDS	1332	accC	6.3.4.14	COG0439	Biotin carboxylase
OBHBHFCO_00892	CDS	816	surA	5.2.1.8		Chaperone SurA
OBHBHFCO_00893	CDS	1392	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
OBHBHFCO_00894	CDS	1236	maeB	1.1.1.40	COG0281	NADP-dependent malic enzyme
OBHBHFCO_00895	CDS	627	upp	2.4.2.9		Uracil phosphoribosyltransferase
OBHBHFCO_00896	CDS	672	mqnA	4.2.1.151		Chorismate dehydratase
OBHBHFCO_00897	CDS	651	ktrA		COG0569	Ktr system potassium uptake protein A
OBHBHFCO_00898	CDS	1344	ktrB		COG0168	Ktr system potassium uptake protein B
OBHBHFCO_00899	tRNA	76				tRNA-Phe(gaa)
OBHBHFCO_00900	tRNA	76				tRNA-Met(cat)
OBHBHFCO_00901	tRNA	75				tRNA-Gln(ttg)
OBHBHFCO_00902	CDS	1020	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
OBHBHFCO_00903	CDS	444	yqeY		COG1610	putative protein YqeY
OBHBHFCO_00904	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
OBHBHFCO_00905	CDS	465	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
OBHBHFCO_00906	CDS	954	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
OBHBHFCO_00907	CDS	1026	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
OBHBHFCO_00908	CDS	747	tatC		COG0805	Sec-independent protein translocase protein TatC
OBHBHFCO_00909	CDS	405	tatB			Sec-independent protein translocase protein TatB
OBHBHFCO_00910	CDS	1068	hemW		COG0635	Heme chaperone HemW
OBHBHFCO_00911	CDS	471	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
OBHBHFCO_00912	CDS	1203		2.7.2.4	COG0527	Aspartate kinase
OBHBHFCO_00913	CDS	534				hypothetical protein
OBHBHFCO_00914	CDS	612				hypothetical protein
OBHBHFCO_00915	CDS	1143	folP		COG0294	Bifunctional dihydropteroate synthase/dihydropteroate reductase
OBHBHFCO_00916	CDS	1941	ligA_2	6.5.1.2	COG0272	DNA ligase
OBHBHFCO_00917	CDS	1005				hypothetical protein
OBHBHFCO_00918	CDS	750	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
OBHBHFCO_00919	CDS	837	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
OBHBHFCO_00920	CDS	705	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
OBHBHFCO_00921	CDS	219				hypothetical protein
OBHBHFCO_00922	CDS	633				hypothetical protein
OBHBHFCO_00923	CDS	651				hypothetical protein
OBHBHFCO_00924	CDS	627	nth_2	4.2.99.18	COG0177	Endonuclease III
OBHBHFCO_00925	CDS	822	cbf2	5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase Cbf2
OBHBHFCO_00926	CDS	1065	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
OBHBHFCO_00927	CDS	1455				hypothetical protein
OBHBHFCO_00928	CDS	951	pal_2			Peptidoglycan-associated lipoprotein
OBHBHFCO_00929	CDS	870				hypothetical protein
OBHBHFCO_00930	CDS	456	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
OBHBHFCO_00931	CDS	1185	sbnD			Staphyloferrin B transporter
OBHBHFCO_00932	CDS	657				hypothetical protein
OBHBHFCO_00933	CDS	210		5.3.2.-	COG1942	putative tautomerase
OBHBHFCO_00934	CDS	270				hypothetical protein
OBHBHFCO_00935	CDS	483				hypothetical protein
OBHBHFCO_00936	CDS	2217	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
OBHBHFCO_00937	CDS	2049	lptD			LPS-assembly protein LptD
OBHBHFCO_00938	CDS	453				hypothetical protein
OBHBHFCO_00939	CDS	1251	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
OBHBHFCO_00940	CDS	1461				hypothetical protein
OBHBHFCO_00941	CDS	558	olsG	2.1.1.344		Ornithine lipid N-methyltransferase
OBHBHFCO_00942	CDS	609	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OBHBHFCO_00943	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
OBHBHFCO_00944	CDS	477				hypothetical protein
OBHBHFCO_00945	CDS	1815	uvrC		COG0322	UvrABC system protein C
OBHBHFCO_00946	CDS	1194				hypothetical protein
OBHBHFCO_00947	CDS	903	moaA_1			GTP 3',8-cyclase
OBHBHFCO_00948	CDS	1023	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
OBHBHFCO_00949	CDS	312				hypothetical protein
OBHBHFCO_00950	CDS	606				hypothetical protein
OBHBHFCO_00951	CDS	1101	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
OBHBHFCO_00952	CDS	768	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
OBHBHFCO_00953	CDS	978				hypothetical protein
OBHBHFCO_00954	CDS	303				hypothetical protein
OBHBHFCO_00955	CDS	327				hypothetical protein
OBHBHFCO_00956	CDS	357				hypothetical protein
OBHBHFCO_00957	CDS	1191	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
OBHBHFCO_00958	CDS	447	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
OBHBHFCO_00959	CDS	222				hypothetical protein
OBHBHFCO_00960	CDS	1542	mco	1.-.-.-		Multicopper oxidase mco
OBHBHFCO_00961	CDS	1149	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
OBHBHFCO_00962	CDS	702				hypothetical protein
OBHBHFCO_00963	CDS	192				hypothetical protein
OBHBHFCO_00964	CDS	543	fdnG-3	1.17.2.3	COG0243	Formate dehydrogenase 2 subunit alpha (cytochrome c-553)
OBHBHFCO_00965	CDS	2241	napA_2	1.9.6.1		Periplasmic nitrate reductase
OBHBHFCO_00966	CDS	642	fdhB1		COG0437	Formate dehydrogenase iron-sulfur subunit
OBHBHFCO_00967	CDS	933				hypothetical protein
OBHBHFCO_00968	CDS	2241				hypothetical protein
OBHBHFCO_00969	CDS	783	fdhD		COG1526	Sulfur carrier protein FdhD
OBHBHFCO_00970	CDS	732				hypothetical protein
OBHBHFCO_00971	CDS	573				hypothetical protein
OBHBHFCO_00972	CDS	927	selD	2.7.9.3	COG0709	Selenide, water dikinase
OBHBHFCO_00973	CDS	3504	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
OBHBHFCO_00974	CDS	1482	putP		COG0591	High-affinity proline transporter PutP
OBHBHFCO_00975	CDS	228	yedF		COG0425	Putative sulfur carrier protein YedF
OBHBHFCO_00976	CDS	1212				hypothetical protein
OBHBHFCO_00977	tRNA	94				tRNA-SeC(tca)
OBHBHFCO_00978	CDS	1251	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
OBHBHFCO_00979	CDS	429				hypothetical protein
OBHBHFCO_00980	CDS	519				hypothetical protein
OBHBHFCO_00981	CDS	552				hypothetical protein
OBHBHFCO_00982	CDS	1119	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
OBHBHFCO_00983	CDS	672				hypothetical protein
OBHBHFCO_00984	CDS	1215	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
OBHBHFCO_00985	CDS	669	mprA_2		COG0745	Response regulator MprA
OBHBHFCO_00986	CDS	1467	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
OBHBHFCO_00987	CDS	666				hypothetical protein
OBHBHFCO_00988	CDS	252				hypothetical protein
OBHBHFCO_00989	CDS	864	ccoP			Cbb3-type cytochrome c oxidase subunit CcoP
OBHBHFCO_00990	CDS	222				hypothetical protein
OBHBHFCO_00991	CDS	102				hypothetical protein
OBHBHFCO_00992	CDS	591				hypothetical protein
OBHBHFCO_00993	CDS	525				hypothetical protein
OBHBHFCO_00994	CDS	2367				hypothetical protein
OBHBHFCO_00995	CDS	2763	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
OBHBHFCO_00996	CDS	645				hypothetical protein
OBHBHFCO_00997	CDS	561	djlA_1			Co-chaperone protein DjlA
OBHBHFCO_00998	CDS	426	rplM		COG0102	50S ribosomal protein L13
OBHBHFCO_00999	CDS	390	rpsI		COG0103	30S ribosomal protein S9
OBHBHFCO_01000	CDS	999	oprF		COG2885	Outer membrane porin F
OBHBHFCO_01001	CDS	639	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
OBHBHFCO_01002	CDS	3561		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
OBHBHFCO_01003	CDS	297				hypothetical protein
OBHBHFCO_01004	CDS	1419	sctC			Type 3 secretion system secretin
OBHBHFCO_01005	CDS	597				hypothetical protein
OBHBHFCO_01006	CDS	597				hypothetical protein
OBHBHFCO_01007	CDS	1563				hypothetical protein
OBHBHFCO_01008	CDS	1176	gspF		COG1459	Putative type II secretion system protein F
OBHBHFCO_01009	CDS	765	yfcA		COG0730	putative membrane transporter protein YfcA
OBHBHFCO_01010	CDS	765				hypothetical protein
OBHBHFCO_01011	CDS	1827				hypothetical protein
OBHBHFCO_01012	CDS	435				hypothetical protein
OBHBHFCO_01013	CDS	198				hypothetical protein
OBHBHFCO_01014	CDS	342				hypothetical protein
OBHBHFCO_01015	CDS	1047	flgI			Flagellar P-ring protein
OBHBHFCO_01016	CDS	984	lapB			Lipopolysaccharide assembly protein B
OBHBHFCO_01017	CDS	441	rnhA	3.1.26.4	COG0328	Ribonuclease H
OBHBHFCO_01018	CDS	675	rnc	3.1.26.3	COG0571	Ribonuclease 3
OBHBHFCO_01019	CDS	1092	aroC	4.2.3.5	COG0082	Chorismate synthase
OBHBHFCO_01020	CDS	549				hypothetical protein
OBHBHFCO_01021	CDS	1140				hypothetical protein
OBHBHFCO_01022	CDS	993				hypothetical protein
OBHBHFCO_01023	CDS	852				hypothetical protein
OBHBHFCO_01024	CDS	1641	fhaB		COG3210	Filamentous hemagglutinin
OBHBHFCO_01025	CDS	1344	fhaC		COG2831	Filamentous hemagglutinin transporter protein FhaC
OBHBHFCO_01026	CDS	984	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
OBHBHFCO_01027	CDS	162				hypothetical protein
OBHBHFCO_01028	CDS	870				hypothetical protein
OBHBHFCO_01029	CDS	390	tolR			Tol-Pal system protein TolR
OBHBHFCO_01030	CDS	426	tolQ_2			Tol-Pal system protein TolQ
OBHBHFCO_01031	CDS	738				hypothetical protein
OBHBHFCO_01032	CDS	417				hypothetical protein
OBHBHFCO_01033	CDS	1323	sdaC		COG0814	Serine transporter
OBHBHFCO_01034	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
OBHBHFCO_01035	CDS	522				hypothetical protein
OBHBHFCO_01036	CDS	981	ribD		COG0117	Riboflavin biosynthesis protein RibD
OBHBHFCO_01037	CDS	1734				hypothetical protein
OBHBHFCO_01038	CDS	330				hypothetical protein
OBHBHFCO_01039	tRNA	88				tRNA-Ser(tga)
OBHBHFCO_01040	tRNA	74				tRNA-Cys(gca)
OBHBHFCO_01041	tRNA	89				tRNA-Leu(taa)
OBHBHFCO_01042	tRNA	75				tRNA-Gly(gcc)
OBHBHFCO_01043	CDS	759				hypothetical protein
OBHBHFCO_01044	CDS	237				hypothetical protein
OBHBHFCO_01045	CDS	339				Bacteriohemerythrin
OBHBHFCO_01046	CDS	687				Bacteriohemerythrin
OBHBHFCO_01047	CDS	1020	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
OBHBHFCO_01048	CDS	1263	kgtP			Alpha-ketoglutarate permease
OBHBHFCO_01049	CDS	858	moaA_2			GTP 3',8-cyclase
OBHBHFCO_01050	CDS	807	btuF		COG0614	Vitamin B12-binding protein
OBHBHFCO_01051	CDS	780	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
OBHBHFCO_01052	CDS	1002	hmuU		COG0609	Hemin transport system permease protein HmuU
OBHBHFCO_01053	CDS	2109	btuB			Vitamin B12 transporter BtuB
