locus_tag	ftype	length_bp	gene	EC_number	COG	product
NFMMKAFD_00675	CDS	1161	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
NFMMKAFD_00676	CDS	1107	apbC		COG0489	Iron-sulfur cluster carrier protein
NFMMKAFD_00677	CDS	1116	ispDF		COG0245	Bifunctional enzyme IspD/IspF
NFMMKAFD_00678	CDS	888				hypothetical protein
NFMMKAFD_00679	CDS	1161	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
NFMMKAFD_00680	CDS	501	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
NFMMKAFD_00681	CDS	264				hypothetical protein
NFMMKAFD_00682	CDS	1068	prfA		COG0216	Peptide chain release factor RF1
NFMMKAFD_00683	CDS	744	hugZ	1.14.99.-	COG0748	Heme oxygenase HugZ
NFMMKAFD_00684	CDS	2157	btuB			Vitamin B12 transporter BtuB
NFMMKAFD_00685	CDS	1002	hmuU		COG0609	Hemin transport system permease protein HmuU
NFMMKAFD_00686	CDS	777	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
NFMMKAFD_00687	CDS	807	btuF			Vitamin B12-binding protein
NFMMKAFD_00688	CDS	858				hypothetical protein
NFMMKAFD_00689	CDS	1260	kgtP			Alpha-ketoglutarate permease
NFMMKAFD_00690	CDS	1020	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
NFMMKAFD_00691	CDS	753				hypothetical protein
NFMMKAFD_00692	tRNA	75				tRNA-Gly(gcc)
NFMMKAFD_00693	tRNA	89				tRNA-Leu(taa)
NFMMKAFD_00694	tRNA	74				tRNA-Cys(gca)
NFMMKAFD_00695	tRNA	88				tRNA-Ser(tga)
NFMMKAFD_00696	CDS	981				hypothetical protein
NFMMKAFD_00697	CDS	522				hypothetical protein
NFMMKAFD_00698	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
NFMMKAFD_00699	CDS	1251	sdaC		COG0814	Serine transporter
NFMMKAFD_00700	CDS	417				hypothetical protein
NFMMKAFD_00701	CDS	744				hypothetical protein
NFMMKAFD_00702	CDS	426	tolQ_1			Tol-Pal system protein TolQ
NFMMKAFD_00703	CDS	390	exbD_1		COG0848	Biopolymer transport protein ExbD
NFMMKAFD_00704	CDS	285				hypothetical protein
NFMMKAFD_00705	CDS	1686				hypothetical protein
NFMMKAFD_00706	CDS	630				hypothetical protein
NFMMKAFD_00707	CDS	321				hypothetical protein
NFMMKAFD_00708	CDS	195				hypothetical protein
NFMMKAFD_00709	CDS	288				hypothetical protein
NFMMKAFD_00710	CDS	816	dpnM	2.1.1.72		Modification methylase DpnIIA
NFMMKAFD_00711	CDS	489				hypothetical protein
NFMMKAFD_00712	CDS	2223				hypothetical protein
NFMMKAFD_00713	CDS	306				hypothetical protein
NFMMKAFD_00714	CDS	240				hypothetical protein
NFMMKAFD_00715	CDS	510				hypothetical protein
NFMMKAFD_00716	CDS	1194				hypothetical protein
NFMMKAFD_00717	CDS	1008				hypothetical protein
NFMMKAFD_00718	CDS	372				hypothetical protein
NFMMKAFD_00719	CDS	507				hypothetical protein
NFMMKAFD_00720	CDS	1032				hypothetical protein
NFMMKAFD_00721	CDS	621				hypothetical protein
NFMMKAFD_00722	CDS	1167				hypothetical protein
NFMMKAFD_00723	CDS	291				hypothetical protein
NFMMKAFD_00724	CDS	633				hypothetical protein
NFMMKAFD_00725	CDS	315				hypothetical protein
NFMMKAFD_00726	CDS	123				hypothetical protein
NFMMKAFD_00727	CDS	249				hypothetical protein
NFMMKAFD_00728	CDS	342				hypothetical protein
NFMMKAFD_00729	CDS	390				hypothetical protein
NFMMKAFD_00730	CDS	435				hypothetical protein
NFMMKAFD_00731	CDS	816				hypothetical protein
NFMMKAFD_00732	CDS	528				hypothetical protein
NFMMKAFD_00733	CDS	978				hypothetical protein
NFMMKAFD_00734	CDS	459				hypothetical protein
NFMMKAFD_00735	CDS	600				hypothetical protein
NFMMKAFD_00736	CDS	1671				hypothetical protein
NFMMKAFD_00737	CDS	1371				hypothetical protein
NFMMKAFD_00738	CDS	1236				hypothetical protein
NFMMKAFD_00739	CDS	375				hypothetical protein
NFMMKAFD_00740	CDS	192				hypothetical protein
NFMMKAFD_00741	CDS	978				hypothetical protein
NFMMKAFD_00742	CDS	774				hypothetical protein
NFMMKAFD_00743	CDS	204				hypothetical protein
NFMMKAFD_00744	CDS	285				hypothetical protein
NFMMKAFD_00745	CDS	108				hypothetical protein
NFMMKAFD_00746	CDS	582				hypothetical protein
NFMMKAFD_00747	CDS	276				hypothetical protein
NFMMKAFD_00748	CDS	450				hypothetical protein
NFMMKAFD_00749	CDS	693				hypothetical protein
NFMMKAFD_00750	CDS	270				hypothetical protein
NFMMKAFD_00751	CDS	963				hypothetical protein
NFMMKAFD_00752	CDS	486				hypothetical protein
NFMMKAFD_00753	CDS	342				hypothetical protein
NFMMKAFD_00754	CDS	186				hypothetical protein
NFMMKAFD_00755	CDS	192				hypothetical protein
NFMMKAFD_00756	CDS	924				hypothetical protein
NFMMKAFD_00757	CDS	2076				hypothetical protein
NFMMKAFD_00758	CDS	201				hypothetical protein
NFMMKAFD_00759	CDS	675	lexA	3.4.21.88		LexA repressor
NFMMKAFD_00760	CDS	702				hypothetical protein
NFMMKAFD_00761	CDS	312				hypothetical protein
NFMMKAFD_00762	CDS	213				hypothetical protein
NFMMKAFD_00763	CDS	870				hypothetical protein
NFMMKAFD_00764	CDS	162				hypothetical protein
NFMMKAFD_00765	CDS	984	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
NFMMKAFD_00766	CDS	1089	aroC	4.2.3.5	COG0082	Chorismate synthase
NFMMKAFD_00767	CDS	675	rnc	3.1.26.3	COG0571	Ribonuclease 3
NFMMKAFD_00768	CDS	441	rnhA	3.1.26.4	COG0328	Ribonuclease HI
NFMMKAFD_00769	CDS	987	lapB			Lipopolysaccharide assembly protein B
NFMMKAFD_00770	CDS	1818	dnaG	2.7.7.-		DNA primase
NFMMKAFD_00771	CDS	270				hypothetical protein
NFMMKAFD_00772	CDS	552				hypothetical protein
NFMMKAFD_00773	CDS	1284	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NFMMKAFD_00774	CDS	312			COG0718	Nucleoid-associated protein
NFMMKAFD_00775	CDS	1095				hypothetical protein
NFMMKAFD_00776	CDS	846				hypothetical protein
NFMMKAFD_00777	CDS	1899	tktA	2.2.1.1	COG0021	Transketolase 1
NFMMKAFD_00778	CDS	1110				hypothetical protein
NFMMKAFD_00779	CDS	723	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
NFMMKAFD_00780	CDS	891				hypothetical protein
NFMMKAFD_00781	CDS	600				hypothetical protein
NFMMKAFD_00782	CDS	501				hypothetical protein
NFMMKAFD_00783	CDS	759	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
NFMMKAFD_00784	CDS	753	murI	5.1.1.3	COG0796	Glutamate racemase
NFMMKAFD_00785	CDS	459	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
NFMMKAFD_00786	CDS	1170	nhaA_1		COG3004	Na(+)/H(+) antiporter NhaA
NFMMKAFD_00787	CDS	1149	nhaA_2		COG3004	Na(+)/H(+) antiporter NhaA
NFMMKAFD_00788	CDS	183				hypothetical protein
NFMMKAFD_00789	CDS	204				hypothetical protein
NFMMKAFD_00790	CDS	2091				hypothetical protein
NFMMKAFD_00791	CDS	540	tpd		COG3470	34 kDa membrane antigen
NFMMKAFD_00792	CDS	1404				hypothetical protein
NFMMKAFD_00793	CDS	1290				hypothetical protein
NFMMKAFD_00794	CDS	1119				hypothetical protein
NFMMKAFD_00795	CDS	651	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
NFMMKAFD_00796	CDS	489	resA_2			Thiol-disulfide oxidoreductase ResA
NFMMKAFD_00797	CDS	504				hypothetical protein
NFMMKAFD_00798	CDS	438				hypothetical protein
NFMMKAFD_00799	CDS	417				hypothetical protein
NFMMKAFD_00800	CDS	288				hypothetical protein
NFMMKAFD_00801	CDS	231				hypothetical protein
NFMMKAFD_00802	CDS	369				hypothetical protein
NFMMKAFD_00803	CDS	228				hypothetical protein
NFMMKAFD_00804	CDS	207				hypothetical protein
NFMMKAFD_00805	CDS	1194				hypothetical protein
NFMMKAFD_00806	CDS	1116				hypothetical protein
NFMMKAFD_00807	CDS	246				hypothetical protein
NFMMKAFD_00808	CDS	183				hypothetical protein
NFMMKAFD_00809	CDS	855				hypothetical protein
NFMMKAFD_00810	CDS	138				hypothetical protein
NFMMKAFD_00811	CDS	369				hypothetical protein
NFMMKAFD_00812	CDS	228				hypothetical protein
NFMMKAFD_00813	CDS	441				hypothetical protein
NFMMKAFD_00814	CDS	213				hypothetical protein
NFMMKAFD_00815	CDS	1140	xerC			Tyrosine recombinase XerC
NFMMKAFD_00816	tRNA	85				tRNA-Leu(tag)
NFMMKAFD_00817	tRNA	77				tRNA-Arg(tct)
NFMMKAFD_00818	tRNA	77				tRNA-Arg(tcg)
NFMMKAFD_00819	tRNA	77				tRNA-His(gtg)
NFMMKAFD_00820	tRNA	78				tRNA-Pro(tgg)
NFMMKAFD_00821	CDS	849	ligA_2	6.5.1.1		DNA ligase
NFMMKAFD_00822	CDS	663				hypothetical protein
NFMMKAFD_00823	CDS	204				hypothetical protein
NFMMKAFD_00824	CDS	1245	eno	4.2.1.11	COG0148	Enolase
NFMMKAFD_00825	CDS	1032	recA		COG0468	Protein RecA
NFMMKAFD_00826	CDS	861	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
NFMMKAFD_00827	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
NFMMKAFD_00828	CDS	777	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
NFMMKAFD_00829	CDS	759				hypothetical protein
NFMMKAFD_00830	CDS	765	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
NFMMKAFD_00831	CDS	1269	gltA	2.3.3.16	COG0372	Citrate synthase
NFMMKAFD_00832	CDS	1176				hypothetical protein
NFMMKAFD_00833	CDS	837	bioB	2.8.1.6	COG0502	Biotin synthase
NFMMKAFD_00834	CDS	2103	topA	5.6.2.1	COG0550	DNA topoisomerase 1
NFMMKAFD_00835	CDS	1272				hypothetical protein
NFMMKAFD_00836	CDS	1266	secY		COG0201	Protein translocase subunit SecY
NFMMKAFD_00837	CDS	393	rplO			50S ribosomal protein L15
NFMMKAFD_00838	CDS	444	rpsE		COG0098	30S ribosomal protein S5
NFMMKAFD_00839	CDS	357	rplR		COG0256	50S ribosomal protein L18
NFMMKAFD_00840	CDS	537	rplF		COG0097	50S ribosomal protein L6
NFMMKAFD_00841	CDS	396	rpsH		COG0096	30S ribosomal protein S8
NFMMKAFD_00842	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
NFMMKAFD_00843	CDS	543	rplE		COG0094	50S ribosomal protein L5
NFMMKAFD_00844	CDS	234	rplX			50S ribosomal protein L24
NFMMKAFD_00845	CDS	369	rplN		COG0093	50S ribosomal protein L14
NFMMKAFD_00846	CDS	252	rpsQ		COG0186	30S ribosomal protein S17
NFMMKAFD_00847	CDS	186				hypothetical protein
NFMMKAFD_00848	CDS	426	rplP		COG0197	50S ribosomal protein L16
NFMMKAFD_00849	CDS	702	rpsC		COG0092	30S ribosomal protein S3
NFMMKAFD_00850	CDS	426				hypothetical protein
NFMMKAFD_00851	CDS	282	rpsS		COG0185	30S ribosomal protein S19
NFMMKAFD_00852	CDS	831	rplB			50S ribosomal protein L2
NFMMKAFD_00853	CDS	282	rplW		COG0089	50S ribosomal protein L23
NFMMKAFD_00854	CDS	615	rplD			50S ribosomal protein L4
NFMMKAFD_00855	CDS	576				hypothetical protein
NFMMKAFD_00856	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
NFMMKAFD_00857	CDS	762	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
NFMMKAFD_00858	CDS	1989	rnj	3.1.-.-	COG0595	Ribonuclease J
NFMMKAFD_00859	CDS	801	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
NFMMKAFD_00860	CDS	537				hypothetical protein
NFMMKAFD_00861	CDS	1071	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
NFMMKAFD_00862	CDS	99				hypothetical protein
NFMMKAFD_00863	tRNA	77				tRNA-Met(cat)
NFMMKAFD_00864	tRNA	88				tRNA-Ser(gga)
NFMMKAFD_00865	tRNA	76				tRNA-Ala(ggc)
NFMMKAFD_00866	tRNA	76				tRNA-Val(gac)
NFMMKAFD_00867	CDS	531				hypothetical protein
NFMMKAFD_00868	CDS	603	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
NFMMKAFD_00869	CDS	1407	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
NFMMKAFD_00870	CDS	1077	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
NFMMKAFD_00871	CDS	1536	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
NFMMKAFD_00872	CDS	630				hypothetical protein
NFMMKAFD_00873	CDS	645				hypothetical protein
NFMMKAFD_00874	CDS	384	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
NFMMKAFD_00875	CDS	600				hypothetical protein
NFMMKAFD_00876	CDS	882	metAA1	2.3.1.31	COG1897	Homoserine O-acetyltransferase 1
NFMMKAFD_00877	CDS	222	yeeD		COG0425	Putative sulfur carrier protein YeeD
NFMMKAFD_00878	CDS	1041				hypothetical protein
NFMMKAFD_00879	CDS	1272	metY	2.5.1.-		O-acetyl-L-homoserine sulfhydrylase
NFMMKAFD_00880	CDS	2598				hypothetical protein
NFMMKAFD_00881	CDS	555	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
NFMMKAFD_00882	CDS	1323	dnaA		COG0593	Chromosomal replication initiator protein DnaA
NFMMKAFD_00883	CDS	1068	dnaN		COG0592	Beta sliding clamp
NFMMKAFD_00884	CDS	2310	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
NFMMKAFD_00885	CDS	342				hypothetical protein
NFMMKAFD_00886	CDS	1239				hypothetical protein
NFMMKAFD_00887	CDS	1302				hypothetical protein
NFMMKAFD_00888	CDS	4491	gltB_1	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
NFMMKAFD_00889	CDS	1446	gltB_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NFMMKAFD_00890	CDS	576	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NFMMKAFD_00891	CDS	240				hypothetical protein
NFMMKAFD_00892	CDS	648	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
NFMMKAFD_00893	CDS	1677	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NFMMKAFD_00894	CDS	525	yagU		COG3477	Inner membrane protein YagU
NFMMKAFD_00895	CDS	1227				hypothetical protein
NFMMKAFD_00896	CDS	675	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
NFMMKAFD_00897	CDS	1527				hypothetical protein
NFMMKAFD_00898	CDS	168				hypothetical protein
NFMMKAFD_00899	CDS	1779				hypothetical protein
NFMMKAFD_00900	CDS	915	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
NFMMKAFD_00901	CDS	879	yisK		COG0179	putative protein YisK
NFMMKAFD_00902	CDS	903		5.4.99.-	COG0564	putative RNA pseudouridine synthase
NFMMKAFD_00903	CDS	1329	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
NFMMKAFD_00904	CDS	2370	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
NFMMKAFD_00905	CDS	1386	tcyP		COG1823	L-cystine uptake protein TcyP
NFMMKAFD_00906	CDS	624	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
NFMMKAFD_00907	CDS	1632	pyrG	6.3.4.2		CTP synthase
NFMMKAFD_00908	CDS	1572	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
NFMMKAFD_00909	CDS	996	ansZ	3.5.1.1	COG0252	L-asparaginase 2
NFMMKAFD_00910	tRNA	77				tRNA-Asp(gtc)
NFMMKAFD_00911	tRNA	76				tRNA-Lys(ttt)
NFMMKAFD_00912	tRNA	76				tRNA-Glu(ctc)
NFMMKAFD_00913	tRNA	76				tRNA-Val(tac)
NFMMKAFD_00914	tRNA	77				tRNA-Asp(gtc)
NFMMKAFD_00915	CDS	381				hypothetical protein
NFMMKAFD_00916	CDS	3513	aas	6.2.1.20		Bifunctional protein Aas
NFMMKAFD_00917	CDS	912				hypothetical protein
NFMMKAFD_00918	tRNA	86				tRNA-Leu(gag)
NFMMKAFD_00919	CDS	339	atpH			ATP synthase subunit c
NFMMKAFD_00920	CDS	1335				hypothetical protein
NFMMKAFD_00921	CDS	1341				hypothetical protein
NFMMKAFD_00922	CDS	1800	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
NFMMKAFD_00923	CDS	1575	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
NFMMKAFD_00924	CDS	1383	argH	4.3.2.1	COG0165	Argininosuccinate lyase
NFMMKAFD_00925	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
NFMMKAFD_00926	CDS	1452	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
NFMMKAFD_00927	CDS	597	yohD_2		COG0586	Inner membrane protein YohD
NFMMKAFD_00928	CDS	549	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
NFMMKAFD_00929	CDS	333				hypothetical protein
NFMMKAFD_00930	CDS	438	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
NFMMKAFD_00931	CDS	555	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
NFMMKAFD_00932	CDS	789	cheR	2.1.1.80		Chemotaxis protein methyltransferase
NFMMKAFD_00933	CDS	729	glnQ_2			Glutamine transport ATP-binding protein GlnQ
NFMMKAFD_00934	CDS	780	peb1A		COG0834	Major cell-binding factor
NFMMKAFD_00935	CDS	753	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
NFMMKAFD_00936	CDS	660	gltK		COG0765	Glutamate/aspartate import permease protein GltK
NFMMKAFD_00937	CDS	930	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
NFMMKAFD_00938	CDS	2112	cstA		COG1966	Peptide transporter CstA
NFMMKAFD_00939	CDS	198				hypothetical protein
NFMMKAFD_00940	CDS	414		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
NFMMKAFD_00941	CDS	1833				hypothetical protein
NFMMKAFD_00942	CDS	297	hup		COG0776	DNA-binding protein HU
NFMMKAFD_00943	CDS	900	cysK	2.5.1.47	COG0031	Cysteine synthase
NFMMKAFD_00944	CDS	561				hypothetical protein
NFMMKAFD_00945	CDS	453				hypothetical protein
NFMMKAFD_00946	CDS	420				hypothetical protein
NFMMKAFD_00947	CDS	471				hypothetical protein
NFMMKAFD_00948	CDS	978				hypothetical protein
NFMMKAFD_00949	CDS	987	argR	5.1.1.10		Broad specificity amino-acid racemase
NFMMKAFD_00950	CDS	468	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
NFMMKAFD_00951	CDS	1467	alsT		COG1115	Amino-acid carrier protein AlsT
NFMMKAFD_00952	CDS	729	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
NFMMKAFD_00953	CDS	744	artQ		COG0765	Arginine transport system permease protein ArtQ
NFMMKAFD_00954	CDS	147				hypothetical protein
NFMMKAFD_00955	CDS	570	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
NFMMKAFD_00956	CDS	366			COG0537	putative HIT-like protein
NFMMKAFD_00957	CDS	993	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
NFMMKAFD_00958	CDS	2322	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
NFMMKAFD_00959	CDS	1287	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
NFMMKAFD_00960	CDS	834	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
NFMMKAFD_00961	CDS	1671	rpsA		COG0539	30S ribosomal protein S1
NFMMKAFD_00962	CDS	489				hypothetical protein
NFMMKAFD_00963	CDS	1584	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
NFMMKAFD_00964	CDS	672	ompR			Transcriptional regulatory protein OmpR
NFMMKAFD_00965	CDS	1290	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
NFMMKAFD_00966	CDS	1932	uup		COG0488	ABC transporter ATP-binding protein uup
NFMMKAFD_00967	tRNA	75				tRNA-Gly(gcc)
NFMMKAFD_00968	tRNA	87				tRNA-Leu(caa)
NFMMKAFD_00969	CDS	2253				hypothetical protein
NFMMKAFD_00970	CDS	2841				hypothetical protein
NFMMKAFD_00971	CDS	273	rpsO		COG0184	30S ribosomal protein S15
NFMMKAFD_00972	CDS	411	cymR			HTH-type transcriptional regulator CymR
NFMMKAFD_00973	CDS	2175	flhA		COG1298	Flagellar biosynthesis protein FlhA
NFMMKAFD_00974	CDS	1047		3.1.4.17	COG2404	3',5'-cyclic-nucleotide phosphodiesterase
NFMMKAFD_00975	CDS	243				hypothetical protein
NFMMKAFD_00976	CDS	633				hypothetical protein
NFMMKAFD_00977	CDS	141				hypothetical protein
NFMMKAFD_00978	CDS	270				hypothetical protein
NFMMKAFD_00979	CDS	378				hypothetical protein
NFMMKAFD_00980	CDS	642	dsbL_1		COG0526	Thiol:disulfide interchange protein DsbL
NFMMKAFD_00981	CDS	171				hypothetical protein
NFMMKAFD_00982	CDS	180				hypothetical protein
NFMMKAFD_00983	CDS	366	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
NFMMKAFD_00984	CDS	180				hypothetical protein
NFMMKAFD_00985	CDS	786	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
NFMMKAFD_00986	CDS	663	dsbL_2		COG0526	Thiol:disulfide interchange protein DsbL
NFMMKAFD_00987	CDS	1065	xerH_1		COG0582	Tyrosine recombinase XerH
NFMMKAFD_00988	CDS	1785	menF	5.4.4.2		Isochorismate synthase MenF
NFMMKAFD_00989	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
NFMMKAFD_00990	CDS	363				hypothetical protein
NFMMKAFD_00991	CDS	1257	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NFMMKAFD_00992	CDS	1161	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
NFMMKAFD_00993	CDS	849	lepB	3.4.21.89	COG0681	Signal peptidase I
NFMMKAFD_00994	CDS	849	folD		COG0190	Bifunctional protein FolD protein
NFMMKAFD_00995	CDS	333				hypothetical protein
NFMMKAFD_00996	CDS	1275	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
NFMMKAFD_00997	CDS	330				hypothetical protein
NFMMKAFD_00998	CDS	504				hypothetical protein
NFMMKAFD_00999	CDS	1161	ycaD			putative MFS-type transporter YcaD
NFMMKAFD_01000	CDS	2097				hypothetical protein
NFMMKAFD_01001	CDS	282				hypothetical protein
NFMMKAFD_01002	CDS	801	psd_2	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
NFMMKAFD_01003	CDS	1125	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NFMMKAFD_01004	CDS	1296	gltX	6.1.1.17		Glutamate--tRNA ligase
NFMMKAFD_01005	CDS	282				hypothetical protein
NFMMKAFD_01006	CDS	1626				hypothetical protein
NFMMKAFD_01007	CDS	486				hypothetical protein
NFMMKAFD_01008	CDS	492	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
NFMMKAFD_01009	CDS	843	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
NFMMKAFD_01010	CDS	198				hypothetical protein
NFMMKAFD_01011	CDS	1887	metG	6.1.1.10		Methionine--tRNA ligase
NFMMKAFD_01012	CDS	942				hypothetical protein
NFMMKAFD_01013	CDS	453	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
NFMMKAFD_01014	CDS	2547	acnB	4.2.1.3	COG1049	Aconitate hydratase B
NFMMKAFD_01015	CDS	1239				hypothetical protein
NFMMKAFD_01016	CDS	750	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
NFMMKAFD_01017	CDS	1734				hypothetical protein
NFMMKAFD_01018	CDS	1074	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
NFMMKAFD_01019	CDS	417				hypothetical protein
NFMMKAFD_01020	CDS	414	yccU		COG1832	putative protein YccU
NFMMKAFD_01021	CDS	1212	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
NFMMKAFD_01022	CDS	723	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NFMMKAFD_01023	CDS	1026				hypothetical protein
NFMMKAFD_01024	CDS	777				hypothetical protein
NFMMKAFD_01025	CDS	669	uppS	2.5.1.-	COG0020	Isoprenyl transferase
NFMMKAFD_01026	CDS	618				hypothetical protein
NFMMKAFD_01027	CDS	1155	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
NFMMKAFD_01028	CDS	1290	glmU		COG1207	Bifunctional protein GlmU
NFMMKAFD_01029	CDS	735	fliP		COG1338	Flagellar biosynthetic protein FliP
NFMMKAFD_01030	CDS	228				hypothetical protein
NFMMKAFD_01031	CDS	771	fliY		COG0834	L-cystine-binding protein FliY
NFMMKAFD_01032	CDS	1323				hypothetical protein
NFMMKAFD_01033	CDS	720	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
NFMMKAFD_01034	CDS	1413	thrC	4.2.3.1	COG0498	Threonine synthase
NFMMKAFD_01035	CDS	927	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
NFMMKAFD_01036	CDS	741	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
NFMMKAFD_01037	CDS	597		3.-.-.-		putative protein
NFMMKAFD_01038	CDS	306				hypothetical protein
NFMMKAFD_01039	CDS	780	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
NFMMKAFD_01040	CDS	897	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NFMMKAFD_01041	CDS	1251		3.4.24.-	COG0612	putative zinc protease
NFMMKAFD_01042	CDS	1059	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
NFMMKAFD_01043	CDS	1743	msbA	7.5.2.6		Lipid A export ATP-binding/permease protein MsbA
NFMMKAFD_01044	CDS	1389	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
NFMMKAFD_01045	CDS	1452	murJ		COG0728	putative lipid II flippase MurJ
NFMMKAFD_01046	CDS	1860				hypothetical protein
NFMMKAFD_01047	CDS	552	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
NFMMKAFD_01048	CDS	1041	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
NFMMKAFD_01049	CDS	216				hypothetical protein
